issue_id,table_name,issue_type,field_name,detected_date,resolved_date,days_to_resolve,severity,resolved_flag,source_system
DQ185154,patients,Late_Submission,zip_code,2025-04-20,2025-05-19,29,Medium,0,External_Feed
DQ622471,lab_results,Coding_Error,icd10_code,2023-08-01,2023-08-27,26,Low,1,Epic
DQ111100,quality_measures,Format_Error,patient_id,2023-04-29,2023-05-11,12,Medium,1,Manual_Entry
DQ144874,quality_measures,Referential_Integrity,performance_rate,2024-03-01,2024-03-25,24,Low,0,Clarity
DQ159599,quality_measures,Late_Submission,patient_id,2023-10-23,2023-10-30,7,Critical,1,Manual_Entry
DQ168224,patients,Coding_Error,patient_id,2024-01-11,2024-02-08,28,Medium,1,Epic
DQ094553,quality_measures,Format_Error,total_charges,2023-05-21,2023-06-20,30,Critical,1,External_Feed
DQ909400,patients,Referential_Integrity,zip_code,2025-10-23,2025-10-30,7,Medium,1,Manual_Entry
DQ791214,lab_results,Coding_Error,total_charges,2025-10-05,2025-10-24,19,Medium,0,External_Feed
DQ194447,encounters,Late_Submission,age,2023-09-20,2023-10-02,12,Medium,1,Epic
DQ800424,lab_results,Missing_Value,age,2024-11-02,2024-11-09,7,Medium,1,Epic
DQ221231,lab_results,Late_Submission,encounter_date,2024-06-22,2024-06-29,7,High,1,External_Feed
DQ832245,lab_results,Referential_Integrity,performance_rate,2025-02-12,2025-03-10,26,Critical,1,Manual_Entry
DQ862187,lab_results,Format_Error,icd10_code,2023-09-10,2023-09-16,6,Medium,1,External_Feed
DQ497113,patients,Missing_Value,encounter_date,2025-08-20,2025-08-23,3,Low,1,Epic
DQ284740,patients,Out_of_Range,age,2024-09-07,2024-09-07,0,Low,1,Clarity
DQ944016,quality_measures,Missing_Value,patient_id,2023-08-31,2023-09-05,5,Critical,1,Manual_Entry
DQ959713,lab_results,Referential_Integrity,total_charges,2023-04-07,2023-04-16,9,Low,1,Clarity
DQ920539,lab_results,Referential_Integrity,zip_code,2024-07-24,2024-08-13,20,Low,1,Manual_Entry
DQ387602,encounters,Duplicate_Record,total_charges,2025-01-10,2025-01-17,7,Low,1,Manual_Entry
DQ405914,patients,Missing_Value,performance_rate,2025-09-21,2025-09-28,7,Low,1,Epic
DQ812557,patient_surveys,Format_Error,age,2023-02-04,2023-02-13,9,Medium,1,Manual_Entry
DQ525356,quality_measures,Duplicate_Record,age,2025-12-19,2026-01-18,30,Critical,1,Epic
DQ475192,patient_surveys,Coding_Error,age,2025-10-21,2025-11-13,23,High,1,Clarity
DQ515329,quality_measures,Late_Submission,zip_code,2024-07-06,2024-07-18,12,Critical,1,External_Feed
DQ036486,lab_results,Out_of_Range,performance_rate,2024-07-12,2024-08-01,20,Critical,1,Manual_Entry
DQ398002,quality_measures,Coding_Error,total_charges,2025-11-07,2025-11-28,21,High,1,Epic
DQ168206,patient_surveys,Coding_Error,age,2023-03-25,2023-04-14,20,High,1,External_Feed
DQ614411,patients,Missing_Value,patient_id,2025-12-28,2026-01-06,9,Low,1,Manual_Entry
DQ132480,encounters,Late_Submission,performance_rate,2025-01-17,2025-02-02,16,High,1,Epic
DQ976559,lab_results,Out_of_Range,encounter_date,2025-06-08,2025-06-14,6,Critical,1,Epic
DQ889988,patients,Late_Submission,icd10_code,2024-02-25,2024-03-11,15,Critical,1,External_Feed
DQ362332,patients,Missing_Value,performance_rate,2023-06-05,2023-06-23,18,Low,1,Epic
DQ849474,encounters,Referential_Integrity,icd10_code,2024-12-08,2024-12-17,9,Medium,1,Epic
DQ667154,patient_surveys,Coding_Error,icd10_code,2025-04-05,2025-04-15,10,Low,1,Manual_Entry
DQ097512,patient_surveys,Referential_Integrity,icd10_code,2025-02-07,2025-02-22,15,Low,1,Manual_Entry
DQ290616,lab_results,Duplicate_Record,performance_rate,2023-06-21,2023-07-14,23,Critical,1,External_Feed
DQ282476,patient_surveys,Out_of_Range,patient_id,2023-06-29,2023-06-29,0,Critical,1,Clarity
DQ636748,quality_measures,Missing_Value,icd10_code,2024-12-18,2024-12-22,4,High,0,Manual_Entry
DQ483396,encounters,Missing_Value,performance_rate,2024-07-07,2024-07-28,21,Low,0,Epic
DQ921746,lab_results,Format_Error,age,2023-12-02,2023-12-09,7,High,1,Clarity
DQ805827,quality_measures,Duplicate_Record,encounter_date,2025-02-19,2025-03-11,20,Low,1,External_Feed
DQ218274,quality_measures,Missing_Value,age,2024-11-05,2024-11-13,8,Low,1,Epic
DQ422274,lab_results,Duplicate_Record,performance_rate,2023-07-19,2023-08-06,18,Critical,1,External_Feed
DQ213202,quality_measures,Duplicate_Record,total_charges,2023-09-09,2023-10-08,29,Medium,1,External_Feed
DQ201991,quality_measures,Coding_Error,performance_rate,2025-03-27,2025-04-08,12,Low,1,External_Feed
DQ858935,lab_results,Late_Submission,performance_rate,2025-06-11,2025-06-25,14,Medium,1,Epic
DQ258408,quality_measures,Out_of_Range,icd10_code,2025-08-25,2025-08-28,3,Low,1,Epic
DQ356185,quality_measures,Coding_Error,encounter_date,2025-04-02,2025-04-12,10,High,0,External_Feed
DQ314319,patient_surveys,Duplicate_Record,zip_code,2024-08-25,2024-09-17,23,Medium,1,Clarity
DQ473167,encounters,Late_Submission,encounter_date,2025-11-11,2025-11-16,5,Medium,1,Manual_Entry
DQ813144,patients,Referential_Integrity,encounter_date,2024-10-10,2024-10-14,4,Critical,1,Clarity
DQ360842,patient_surveys,Duplicate_Record,performance_rate,2025-09-26,2025-10-11,15,Low,1,Epic
DQ932017,lab_results,Out_of_Range,zip_code,2024-04-01,2024-04-07,6,Medium,1,Clarity
DQ559843,quality_measures,Duplicate_Record,patient_id,2024-09-06,2024-09-15,9,Low,1,Clarity
DQ025227,patients,Late_Submission,age,2024-10-29,2024-11-11,13,Low,1,Epic
DQ968266,patients,Coding_Error,patient_id,2025-08-14,2025-08-19,5,Critical,1,External_Feed
DQ909469,patient_surveys,Duplicate_Record,age,2025-08-15,2025-09-02,18,Medium,1,External_Feed
DQ566471,quality_measures,Duplicate_Record,patient_id,2025-04-28,2025-05-08,10,Low,0,Clarity
DQ288016,lab_results,Referential_Integrity,performance_rate,2023-11-29,2023-12-26,27,Critical,1,Clarity
DQ892416,quality_measures,Referential_Integrity,icd10_code,2025-03-21,2025-03-27,6,Critical,0,External_Feed
DQ529672,lab_results,Referential_Integrity,age,2025-04-21,2025-04-23,2,Medium,1,Epic
DQ244610,patient_surveys,Format_Error,performance_rate,2023-09-09,2023-09-22,13,Critical,0,Manual_Entry
DQ721650,quality_measures,Out_of_Range,age,2023-11-24,2023-12-09,15,Medium,1,External_Feed
DQ940991,encounters,Out_of_Range,performance_rate,2023-03-21,2023-04-03,13,Medium,1,External_Feed
DQ823699,quality_measures,Late_Submission,total_charges,2023-09-07,2023-09-12,5,Critical,1,Manual_Entry
DQ677420,patient_surveys,Coding_Error,zip_code,2025-06-01,2025-06-21,20,Medium,1,Clarity
DQ972772,lab_results,Out_of_Range,performance_rate,2025-12-19,2026-01-12,24,Medium,1,Manual_Entry
DQ712958,patient_surveys,Missing_Value,patient_id,2024-09-08,2024-09-21,13,High,1,External_Feed
DQ499655,lab_results,Out_of_Range,patient_id,2024-07-24,2024-07-25,1,Critical,0,External_Feed
DQ672134,patients,Late_Submission,age,2023-02-28,2023-03-02,2,Medium,0,Epic
DQ041689,patients,Referential_Integrity,patient_id,2025-12-23,2025-12-27,4,Medium,1,Manual_Entry
DQ932882,encounters,Coding_Error,performance_rate,2025-07-12,2025-08-01,20,Medium,1,Clarity
DQ392182,encounters,Out_of_Range,zip_code,2025-11-12,2025-11-21,9,Medium,1,External_Feed
DQ431158,patient_surveys,Late_Submission,total_charges,2023-03-27,2023-04-04,8,High,1,Epic
DQ637034,encounters,Duplicate_Record,total_charges,2025-08-13,2025-08-31,18,Critical,1,Manual_Entry
DQ117574,patient_surveys,Missing_Value,performance_rate,2025-10-25,2025-11-01,7,Low,0,External_Feed
DQ674870,lab_results,Referential_Integrity,icd10_code,2023-06-04,2023-06-14,10,Low,1,Manual_Entry
DQ541854,patient_surveys,Duplicate_Record,age,2025-11-23,2025-12-15,22,High,1,Manual_Entry
DQ704984,quality_measures,Out_of_Range,patient_id,2023-10-19,2023-11-06,18,High,1,Manual_Entry
DQ770914,lab_results,Out_of_Range,performance_rate,2023-11-24,2023-12-10,16,Low,1,Manual_Entry
DQ836745,patient_surveys,Format_Error,age,2024-12-22,2024-12-31,9,High,0,Epic
DQ662749,lab_results,Late_Submission,encounter_date,2023-06-11,2023-07-03,22,Critical,1,External_Feed
DQ383428,lab_results,Coding_Error,age,2025-04-24,2025-05-03,9,Low,1,Epic
DQ497351,patient_surveys,Missing_Value,encounter_date,2025-12-18,2025-12-31,13,Critical,1,Clarity
DQ993466,patient_surveys,Missing_Value,total_charges,2023-02-14,2023-02-25,11,High,1,Epic
DQ984765,lab_results,Missing_Value,zip_code,2023-03-25,2023-04-22,28,Medium,1,External_Feed
DQ111286,patients,Late_Submission,zip_code,2023-03-17,2023-04-14,28,High,1,Epic
DQ105211,encounters,Out_of_Range,icd10_code,2024-09-07,2024-09-25,18,Medium,1,Manual_Entry
DQ147990,encounters,Missing_Value,encounter_date,2025-11-17,2025-12-12,25,High,1,External_Feed
DQ895987,encounters,Format_Error,age,2023-05-01,2023-05-04,3,Low,1,Epic
DQ335757,patients,Late_Submission,icd10_code,2024-10-20,2024-10-30,10,Medium,1,External_Feed
DQ484941,encounters,Format_Error,performance_rate,2025-02-20,2025-02-26,6,Medium,1,Clarity
DQ572422,patient_surveys,Coding_Error,icd10_code,2023-02-21,2023-02-27,6,High,1,Manual_Entry
DQ007797,lab_results,Referential_Integrity,performance_rate,2023-09-14,2023-09-21,7,High,1,External_Feed
DQ115156,quality_measures,Late_Submission,age,2023-01-26,2023-02-18,23,Critical,1,External_Feed
DQ464894,quality_measures,Missing_Value,patient_id,2024-03-27,2024-04-19,23,Critical,1,Manual_Entry
DQ614583,patients,Out_of_Range,age,2024-05-22,2024-06-05,14,Low,1,External_Feed
DQ931411,quality_measures,Late_Submission,performance_rate,2023-04-23,2023-05-08,15,Low,1,External_Feed
DQ512206,lab_results,Missing_Value,icd10_code,2024-12-25,2025-01-15,21,Medium,1,Clarity
DQ246449,patients,Duplicate_Record,total_charges,2023-01-11,2023-01-11,0,Low,1,Manual_Entry
DQ170471,lab_results,Duplicate_Record,performance_rate,2024-10-17,2024-11-02,16,Medium,1,Clarity
DQ528969,encounters,Duplicate_Record,icd10_code,2025-10-27,2025-11-22,26,Critical,1,External_Feed
DQ963467,encounters,Missing_Value,encounter_date,2023-06-12,2023-06-13,1,Low,1,Clarity
DQ733759,patients,Out_of_Range,icd10_code,2024-09-19,2024-10-13,24,Critical,1,Manual_Entry
DQ580928,quality_measures,Coding_Error,total_charges,2023-08-08,2023-08-10,2,High,1,External_Feed
DQ473637,quality_measures,Referential_Integrity,performance_rate,2025-11-27,2025-12-07,10,Low,1,Manual_Entry
DQ572552,quality_measures,Referential_Integrity,patient_id,2025-10-01,2025-10-02,1,Medium,1,Manual_Entry
DQ053140,patient_surveys,Missing_Value,patient_id,2023-04-11,2023-04-22,11,Low,1,External_Feed
DQ085174,patients,Format_Error,icd10_code,2024-07-21,2024-08-20,30,High,1,Epic
DQ234063,encounters,Out_of_Range,patient_id,2025-11-06,2025-11-19,13,Medium,1,Manual_Entry
DQ767520,lab_results,Duplicate_Record,patient_id,2025-09-02,2025-09-11,9,Critical,1,Manual_Entry
DQ759086,patient_surveys,Coding_Error,icd10_code,2025-04-12,2025-04-26,14,Low,1,External_Feed
DQ422455,patient_surveys,Duplicate_Record,total_charges,2025-03-26,2025-04-09,14,Critical,0,Epic
DQ155714,quality_measures,Out_of_Range,performance_rate,2023-10-31,2023-11-23,23,Low,1,Epic
DQ137494,quality_measures,Referential_Integrity,total_charges,2023-05-07,2023-05-29,22,Low,1,Manual_Entry
DQ117267,quality_measures,Duplicate_Record,icd10_code,2023-03-01,2023-03-27,26,Medium,1,Manual_Entry
DQ944441,lab_results,Out_of_Range,patient_id,2023-12-27,2024-01-23,27,Low,1,External_Feed
DQ122334,patients,Coding_Error,zip_code,2023-08-23,2023-09-19,27,Critical,1,Epic
DQ055062,patients,Referential_Integrity,patient_id,2025-05-22,2025-06-16,25,High,1,External_Feed
DQ446830,patients,Out_of_Range,performance_rate,2025-07-25,2025-08-06,12,High,1,Clarity
DQ088066,encounters,Duplicate_Record,encounter_date,2023-12-02,2023-12-23,21,Low,1,Clarity
DQ054505,lab_results,Duplicate_Record,encounter_date,2025-04-03,2025-04-04,1,High,0,Manual_Entry
DQ844973,patient_surveys,Format_Error,age,2024-12-22,2025-01-21,30,Medium,1,Manual_Entry
DQ967024,patient_surveys,Referential_Integrity,encounter_date,2025-06-12,2025-07-12,30,Low,1,Clarity
DQ853565,quality_measures,Missing_Value,performance_rate,2024-10-30,2024-11-29,30,Critical,1,External_Feed
DQ230741,quality_measures,Missing_Value,age,2023-08-09,2023-08-11,2,Low,1,External_Feed
DQ552634,quality_measures,Referential_Integrity,zip_code,2023-10-07,2023-10-23,16,High,1,External_Feed
DQ015270,patient_surveys,Coding_Error,total_charges,2025-10-02,2025-10-21,19,Low,1,Clarity
DQ843578,patients,Late_Submission,encounter_date,2023-11-26,2023-12-10,14,Critical,1,Clarity
DQ084996,lab_results,Duplicate_Record,patient_id,2023-11-08,2023-11-13,5,Critical,1,Epic
DQ352945,patient_surveys,Missing_Value,patient_id,2025-02-25,2025-03-13,16,Low,1,Epic
DQ351389,lab_results,Duplicate_Record,age,2023-12-15,2024-01-09,25,Low,1,Epic
DQ205027,patients,Format_Error,patient_id,2024-06-09,2024-06-25,16,Critical,1,External_Feed
DQ934957,quality_measures,Referential_Integrity,total_charges,2023-05-04,2023-05-08,4,Critical,1,Clarity
DQ661898,quality_measures,Missing_Value,icd10_code,2023-10-19,2023-10-29,10,Critical,1,Clarity
DQ242517,encounters,Duplicate_Record,total_charges,2023-03-01,2023-03-27,26,Medium,0,Manual_Entry
DQ590963,patient_surveys,Missing_Value,zip_code,2024-08-31,2024-09-04,4,Critical,1,Manual_Entry
DQ136318,encounters,Referential_Integrity,age,2025-07-22,2025-08-17,26,Low,1,Manual_Entry
DQ877178,lab_results,Format_Error,icd10_code,2023-06-29,2023-06-30,1,Medium,1,External_Feed
DQ316774,patient_surveys,Coding_Error,zip_code,2024-09-19,2024-10-19,30,High,1,Clarity
DQ557539,patients,Format_Error,patient_id,2024-02-26,2024-03-15,18,Medium,1,Epic
DQ809374,lab_results,Format_Error,icd10_code,2023-03-26,2023-03-28,2,High,1,External_Feed
DQ042800,quality_measures,Coding_Error,icd10_code,2024-02-15,2024-02-27,12,High,0,Clarity
DQ132919,lab_results,Coding_Error,performance_rate,2024-09-06,2024-09-14,8,Critical,1,External_Feed
DQ323841,encounters,Format_Error,performance_rate,2024-05-20,2024-06-19,30,Low,1,External_Feed
DQ881179,patients,Out_of_Range,encounter_date,2025-12-13,2026-01-08,26,Medium,1,Manual_Entry
DQ666561,patient_surveys,Late_Submission,patient_id,2023-08-25,2023-09-19,25,Medium,1,Manual_Entry
DQ543380,lab_results,Duplicate_Record,patient_id,2024-08-04,2024-08-08,4,Low,1,External_Feed
DQ502842,lab_results,Referential_Integrity,age,2024-01-02,2024-01-05,3,Critical,1,Clarity
DQ787002,patient_surveys,Coding_Error,zip_code,2025-10-06,2025-10-19,13,Medium,1,Epic
DQ241111,patients,Duplicate_Record,icd10_code,2025-12-02,2025-12-24,22,High,1,Clarity
DQ420081,lab_results,Late_Submission,age,2025-01-27,2025-01-29,2,Critical,1,Manual_Entry
DQ577787,patients,Coding_Error,total_charges,2025-02-11,2025-03-05,22,Medium,1,Manual_Entry
DQ377789,quality_measures,Coding_Error,encounter_date,2023-02-21,2023-03-04,11,High,1,Manual_Entry
DQ108155,encounters,Duplicate_Record,age,2024-07-28,2024-08-05,8,Low,1,External_Feed
DQ680423,encounters,Out_of_Range,encounter_date,2023-01-01,2023-01-09,8,Low,1,Epic
DQ901455,quality_measures,Coding_Error,total_charges,2024-01-05,2024-01-29,24,Medium,1,Epic
DQ741600,lab_results,Late_Submission,zip_code,2025-06-09,2025-06-25,16,Critical,1,Epic
DQ860044,patients,Format_Error,age,2025-10-04,2025-10-28,24,Low,1,Manual_Entry
DQ165013,lab_results,Out_of_Range,age,2025-04-16,2025-04-25,9,High,0,Epic
DQ426341,patient_surveys,Format_Error,zip_code,2024-04-10,2024-04-25,15,High,1,External_Feed
DQ856373,quality_measures,Coding_Error,zip_code,2023-04-05,2023-04-13,8,High,1,External_Feed
DQ049064,patients,Format_Error,age,2025-05-18,2025-06-13,26,Critical,1,External_Feed
DQ541723,quality_measures,Missing_Value,performance_rate,2025-01-02,2025-01-20,18,Low,1,Epic
DQ736458,encounters,Referential_Integrity,total_charges,2024-08-09,2024-08-26,17,High,1,Epic
DQ563532,quality_measures,Out_of_Range,age,2025-05-31,2025-06-22,22,Critical,1,Epic
DQ712803,patients,Late_Submission,total_charges,2025-03-06,2025-03-06,0,Low,1,External_Feed
DQ038256,patients,Referential_Integrity,encounter_date,2024-03-19,2024-04-08,20,Medium,1,Clarity
DQ238110,patients,Format_Error,performance_rate,2025-09-04,2025-10-03,29,Low,1,Manual_Entry
DQ691697,patients,Duplicate_Record,patient_id,2025-11-11,2025-12-08,27,Medium,1,External_Feed
DQ325969,quality_measures,Out_of_Range,patient_id,2023-06-18,2023-07-03,15,Medium,1,Manual_Entry
DQ330970,quality_measures,Format_Error,age,2025-03-25,2025-04-01,7,Low,1,Clarity
DQ594019,encounters,Missing_Value,age,2025-02-03,2025-03-03,28,Low,1,Clarity
DQ354903,patients,Late_Submission,age,2023-11-19,2023-12-18,29,Critical,1,Epic
DQ110646,lab_results,Referential_Integrity,icd10_code,2023-04-08,2023-04-29,21,High,1,Clarity
DQ557273,quality_measures,Duplicate_Record,total_charges,2025-02-16,2025-02-20,4,Low,1,Clarity
DQ285457,quality_measures,Duplicate_Record,patient_id,2023-10-09,2023-10-20,11,Low,0,Clarity
DQ176838,encounters,Duplicate_Record,total_charges,2023-08-04,2023-08-11,7,High,1,Epic
DQ194157,patient_surveys,Referential_Integrity,encounter_date,2024-05-31,2024-06-21,21,Low,1,External_Feed
DQ094910,quality_measures,Referential_Integrity,age,2024-08-13,2024-09-12,30,Medium,1,Epic
DQ420993,patient_surveys,Duplicate_Record,zip_code,2024-01-22,2024-02-20,29,High,1,External_Feed
DQ242435,lab_results,Out_of_Range,patient_id,2023-10-29,2023-11-13,15,Low,1,Clarity
DQ394281,encounters,Late_Submission,performance_rate,2025-01-06,2025-01-14,8,High,1,Clarity
DQ313132,quality_measures,Coding_Error,zip_code,2024-02-10,2024-03-01,20,Medium,1,Clarity
DQ203135,encounters,Format_Error,icd10_code,2023-03-26,2023-04-20,25,Medium,1,Epic
DQ519760,lab_results,Late_Submission,age,2025-03-25,2025-04-07,13,High,1,Epic
DQ888729,patient_surveys,Format_Error,icd10_code,2023-02-11,2023-03-13,30,High,1,Manual_Entry
DQ069007,patients,Out_of_Range,zip_code,2025-02-01,2025-02-25,24,Low,1,Manual_Entry
DQ751274,encounters,Format_Error,patient_id,2023-12-13,2023-12-20,7,Medium,1,Epic
DQ069244,quality_measures,Late_Submission,zip_code,2024-01-07,2024-01-23,16,Medium,1,Clarity
DQ590781,patient_surveys,Duplicate_Record,icd10_code,2025-11-07,2025-11-07,0,Medium,1,Epic
DQ282245,patients,Coding_Error,total_charges,2025-12-18,2026-01-04,17,High,1,Epic
DQ640390,lab_results,Coding_Error,age,2025-02-17,2025-03-12,23,Medium,1,Epic
DQ088910,lab_results,Referential_Integrity,icd10_code,2025-06-23,2025-06-24,1,Critical,1,Clarity
DQ497298,lab_results,Duplicate_Record,patient_id,2023-07-28,2023-08-14,17,Critical,1,Manual_Entry
DQ895786,quality_measures,Format_Error,icd10_code,2023-01-05,2023-01-30,25,High,1,Manual_Entry
DQ777615,patients,Out_of_Range,icd10_code,2023-10-20,2023-11-15,26,Low,1,Manual_Entry
DQ562129,encounters,Missing_Value,total_charges,2025-11-11,2025-11-30,19,Low,1,Manual_Entry
DQ530804,quality_measures,Missing_Value,icd10_code,2025-10-24,2025-11-09,16,Medium,1,External_Feed
DQ812922,patient_surveys,Missing_Value,performance_rate,2024-07-05,2024-08-03,29,Medium,1,Clarity
DQ816184,encounters,Format_Error,encounter_date,2023-10-31,2023-11-23,23,Critical,0,Clarity
DQ580758,patients,Coding_Error,encounter_date,2023-09-15,2023-10-01,16,Critical,1,Epic
DQ168688,patients,Duplicate_Record,encounter_date,2024-12-23,2024-12-25,2,Critical,1,Manual_Entry
DQ661179,patients,Referential_Integrity,age,2025-11-03,2025-11-08,5,Medium,1,External_Feed
DQ351108,patient_surveys,Referential_Integrity,encounter_date,2025-09-29,2025-10-29,30,High,1,Epic
DQ754965,patient_surveys,Format_Error,patient_id,2023-07-03,2023-07-16,13,Low,1,External_Feed
DQ012032,patients,Late_Submission,zip_code,2025-02-14,2025-03-03,17,Critical,0,External_Feed
DQ504997,quality_measures,Format_Error,icd10_code,2024-08-20,2024-09-03,14,Medium,1,Clarity
DQ393001,patients,Out_of_Range,patient_id,2023-03-27,2023-04-25,29,High,1,External_Feed
DQ878528,patient_surveys,Late_Submission,patient_id,2023-07-11,2023-08-03,23,High,1,Clarity
DQ105714,encounters,Missing_Value,age,2024-10-02,2024-10-11,9,Medium,1,Epic
DQ138862,encounters,Missing_Value,icd10_code,2023-03-06,2023-03-31,25,Low,1,Clarity
DQ416711,patients,Missing_Value,patient_id,2023-05-17,2023-05-20,3,Low,1,External_Feed
DQ684538,quality_measures,Out_of_Range,zip_code,2023-12-02,2023-12-17,15,Low,1,Clarity
DQ096419,patients,Out_of_Range,patient_id,2025-09-22,2025-10-13,21,Critical,1,Epic
DQ934502,quality_measures,Coding_Error,age,2023-01-01,2023-01-01,0,Critical,1,External_Feed
DQ215000,patient_surveys,Duplicate_Record,encounter_date,2025-05-06,2025-05-09,3,Critical,0,Epic
DQ399689,patient_surveys,Late_Submission,age,2025-04-12,2025-05-11,29,Medium,0,Clarity
DQ633263,patients,Referential_Integrity,patient_id,2023-08-06,2023-08-16,10,Low,1,Epic
DQ063919,patients,Format_Error,zip_code,2024-01-15,2024-02-14,30,Critical,1,Epic
DQ390674,patients,Referential_Integrity,total_charges,2023-08-27,2023-09-03,7,High,1,Clarity
DQ827082,patient_surveys,Coding_Error,zip_code,2024-07-20,2024-08-08,19,Critical,1,External_Feed
DQ240065,quality_measures,Coding_Error,encounter_date,2023-12-29,2023-12-31,2,Medium,1,Epic
DQ437237,lab_results,Missing_Value,zip_code,2025-01-07,2025-01-11,4,Low,1,Clarity
DQ575870,patients,Late_Submission,performance_rate,2023-09-17,2023-10-16,29,High,1,Manual_Entry
DQ505820,quality_measures,Out_of_Range,icd10_code,2023-07-30,2023-08-03,4,Medium,1,External_Feed
DQ826715,patient_surveys,Out_of_Range,age,2025-04-21,2025-05-14,23,High,1,Epic
DQ598852,patient_surveys,Late_Submission,zip_code,2025-09-15,2025-10-03,18,High,1,Epic
DQ212920,patient_surveys,Format_Error,age,2023-08-15,2023-08-18,3,Critical,1,Epic
DQ822432,lab_results,Format_Error,performance_rate,2024-06-07,2024-06-24,17,Low,1,Epic
DQ913279,encounters,Late_Submission,encounter_date,2024-11-08,2024-11-13,5,Medium,1,Manual_Entry
DQ842292,quality_measures,Coding_Error,icd10_code,2025-04-04,2025-05-04,30,High,1,External_Feed
DQ369886,patient_surveys,Duplicate_Record,encounter_date,2025-04-04,2025-04-27,23,Critical,1,Manual_Entry
DQ903405,quality_measures,Referential_Integrity,total_charges,2023-07-01,2023-07-21,20,Low,1,Epic
DQ205014,lab_results,Format_Error,performance_rate,2025-04-16,2025-05-05,19,High,1,External_Feed
DQ654204,patients,Out_of_Range,age,2023-06-17,2023-06-23,6,Low,1,External_Feed
DQ202149,quality_measures,Referential_Integrity,performance_rate,2024-04-15,2024-05-07,22,Low,1,Clarity
DQ853102,encounters,Format_Error,performance_rate,2025-11-04,2025-12-01,27,Critical,0,External_Feed
DQ580169,lab_results,Missing_Value,patient_id,2023-07-29,2023-07-29,0,Critical,1,Epic
DQ149734,encounters,Out_of_Range,zip_code,2023-12-14,2023-12-19,5,Medium,1,Manual_Entry
DQ021062,quality_measures,Duplicate_Record,patient_id,2025-03-03,2025-03-07,4,Low,1,Clarity
DQ939808,patients,Format_Error,icd10_code,2025-12-06,2025-12-26,20,High,1,Epic
DQ538751,patient_surveys,Out_of_Range,age,2025-09-18,2025-10-03,15,Medium,1,Clarity
DQ821089,encounters,Duplicate_Record,icd10_code,2024-11-10,2024-11-18,8,Low,1,Clarity
DQ218559,lab_results,Format_Error,performance_rate,2025-09-23,2025-10-08,15,High,0,Clarity
DQ962551,patient_surveys,Coding_Error,icd10_code,2025-01-28,2025-02-21,24,Critical,1,Epic
DQ652337,quality_measures,Referential_Integrity,encounter_date,2023-08-25,2023-09-19,25,Critical,1,Clarity
DQ515918,patients,Referential_Integrity,patient_id,2023-06-03,2023-06-12,9,Low,0,Clarity
DQ801852,patient_surveys,Duplicate_Record,zip_code,2023-08-11,2023-08-25,14,Critical,1,External_Feed
DQ677018,encounters,Duplicate_Record,encounter_date,2025-08-21,2025-08-25,4,Critical,1,Clarity
DQ217639,lab_results,Late_Submission,icd10_code,2023-12-20,2023-12-20,0,Critical,1,External_Feed
DQ461989,patients,Format_Error,age,2024-03-15,2024-04-02,18,Medium,1,Manual_Entry
DQ138984,lab_results,Missing_Value,age,2024-06-27,2024-07-24,27,High,1,Epic
DQ735704,patients,Format_Error,total_charges,2025-10-04,2025-10-12,8,Low,1,Epic
DQ922679,lab_results,Out_of_Range,encounter_date,2024-05-10,2024-06-06,27,Medium,1,Manual_Entry
DQ915744,quality_measures,Coding_Error,zip_code,2023-10-18,2023-11-02,15,Low,1,Manual_Entry
DQ085552,lab_results,Late_Submission,age,2023-09-16,2023-09-29,13,Critical,1,Clarity
DQ766350,patient_surveys,Format_Error,zip_code,2024-05-10,2024-05-16,6,Critical,1,Manual_Entry
DQ101992,patients,Late_Submission,age,2024-12-07,2024-12-19,12,High,1,External_Feed
DQ414530,encounters,Out_of_Range,zip_code,2025-10-13,2025-10-30,17,High,1,Clarity
DQ435308,patient_surveys,Missing_Value,performance_rate,2024-05-14,2024-06-07,24,Medium,1,Epic
DQ666934,patient_surveys,Referential_Integrity,icd10_code,2024-01-19,2024-02-07,19,Critical,1,Manual_Entry
DQ663883,patient_surveys,Out_of_Range,icd10_code,2025-11-13,2025-11-26,13,Critical,1,Epic
DQ989419,patients,Late_Submission,encounter_date,2023-07-22,2023-08-05,14,Critical,1,External_Feed
DQ965714,patients,Referential_Integrity,patient_id,2024-01-28,2024-01-30,2,High,1,External_Feed
DQ721498,encounters,Duplicate_Record,zip_code,2025-09-20,2025-10-11,21,Medium,1,Clarity
DQ444494,patients,Duplicate_Record,icd10_code,2025-01-02,2025-01-10,8,Medium,1,Epic
DQ784740,lab_results,Missing_Value,patient_id,2023-12-25,2024-01-18,24,High,1,Epic
DQ688538,patient_surveys,Coding_Error,performance_rate,2024-09-07,2024-09-12,5,Medium,1,External_Feed
DQ368457,patient_surveys,Late_Submission,total_charges,2025-10-05,2025-10-10,5,Medium,1,Manual_Entry
DQ140884,lab_results,Late_Submission,icd10_code,2023-10-31,2023-11-19,19,High,1,Epic
DQ518500,quality_measures,Coding_Error,total_charges,2025-01-31,2025-02-01,1,Low,1,Clarity
DQ762012,patient_surveys,Format_Error,performance_rate,2023-01-29,2023-02-07,9,Critical,1,External_Feed
DQ333513,lab_results,Referential_Integrity,patient_id,2024-09-20,2024-10-08,18,Low,1,Clarity
DQ418131,lab_results,Coding_Error,total_charges,2025-10-10,2025-10-24,14,High,0,Epic
